street_greenery,visual_enclosure,dh_ratio,obstacles,visual_complexity,sidewalk,filename
16.665608723958332,98.59033203125,0.2803558393428684,0.08780924479166667,13,1.451416015625,point_933_heading_90_lat_32.77787837150711_lon_-117.20325217947816.jpg
14.465006510416666,99.85465494791667,1.5857240201064577,0.014973958333333332,13,0.5489908854166667,point_1183_heading_270_lat_32.76262353841153_lon_-117.20011063912477.jpg
26.7626953125,99.84375,0.29237054376835797,0.07600911458333334,13,4.796712239583333,point_228_heading_270_lat_32.80210428215483_lon_-117.20558675451655.jpg
22.354166666666668,99.87353515625,0.8833376400139311,0.06632486979166666,13,0.5716145833333334,point_687_heading_90_lat_32.786636409295134_lon_-117.20166798253646.jpg
26.0205078125,99.855712890625,0.5206900159556381,0.18408203125,13,1.0283203125,point_753_heading_0_lat_32.76788522525573_lon_-117.20140684795227.jpg
8.8447265625,99.85009765625,2.735568433032036,0.033040364583333336,13,0.4810384114583333,point_272_heading_270_lat_32.77800167406434_lon_-117.19973643566624.jpg
25.212809244791664,99.87361653645833,0.7110458624983896,0.03141276041666667,13,0.7418619791666666,point_180_heading_270_lat_32.81112911109386_lon_-117.21404918916558.jpg
28.848144531250004,99.86735026041667,0.627655754535202,0.013997395833333336,13,1.5804850260416665,point_629_heading_0_lat_32.78890583435279_lon_-117.19677579701482.jpg
22.701578776041668,99.50699869791667,0.730900260312025,0.10262044270833334,13,1.9427897135416667,point_1098_heading_180_lat_32.78591995469966_lon_-117.20581863998441.jpg
19.843831380208336,99.84440104166667,0.6580507670962139,0.15934244791666666,13,0.6028645833333333,point_117_heading_270_lat_32.78354329127614_lon_-117.20761496674578.jpg
12.716796875,99.71638997395833,0.4178706587298459,0.035074869791666664,13,5.267740885416667,point_903_heading_180_lat_32.80604156261022_lon_-117.21117604656457.jpg
18.99072265625,99.78352864583333,0.41939836824513693,0.09716796875,13,2.623291015625,point_246_heading_0_lat_32.792014491653404_lon_-117.19534419532235.jpg
13.452880859375,99.8310546875,0.5346860302529554,0.047444661458333336,13,3.2260742187499996,point_190_heading_90_lat_32.79341212095576_lon_-117.19837645446893.jpg
24.523844401041664,99.83219401041667,0.6025946342032075,0.035888671875,13,1.0342610677083335,point_616_heading_180_lat_32.77625640516656_lon_-117.19677778952801.jpg
20.480224609375004,99.8154296875,2.6817318157501524,0.007649739583333333,13,0.40429687499999994,point_414_heading_0_lat_32.81609917188042_lon_-117.22011196364333.jpg
24.923990885416664,99.87353515625,0.6361412151980381,0.06526692708333334,13,0.8026529947916666,point_1265_heading_180_lat_32.78094094452857_lon_-117.20529282840347.jpg
23.263753255208336,99.88802083333333,1.0910733520970153,0.018880208333333332,13,0.4474283854166667,point_1212_heading_180_lat_32.7965296561974_lon_-117.20825080929457.jpg
12.999755859375002,99.85050455729167,0.9648788456302749,0.027587890625,13,0.3528645833333333,point_412_heading_0_lat_32.81524372710712_lon_-117.21900373258792.jpg
21.523925781249996,99.822265625,0.41177271562219664,0.21858723958333331,13,0.7399088541666667,point_12_heading_180_lat_32.770279993826854_lon_-117.19773051197895.jpg
15.383707682291668,99.90592447916667,0.546324002349059,0.010660807291666668,13,2.009440104166667,point_190_heading_180_lat_32.79341212095576_lon_-117.19837645446893.jpg
26.616455078125,99.87833658854167,0.6771205180452777,0.07942708333333334,13,0.6075032552083334,point_375_heading_180_lat_32.781300000474914_lon_-117.20435641372534.jpg
22.753255208333332,99.80916341145833,0.7461415100391301,0.07421875,13,0.9361979166666666,point_583_heading_180_lat_32.77030774800026_lon_-117.20589469550536.jpg
8.882975260416668,99.93359375,0.1876420188393207,0.00830078125,13,1.1442057291666667,point_69_heading_0_lat_32.775892408498585_lon_-117.20588230687927.jpg
16.61767578125,99.81844075520833,0.6029049742343736,0.104736328125,13,1.3463541666666667,point_497_heading_0_lat_32.81531236335542_lon_-117.21399511908179.jpg
10.629964192708332,99.87467447916667,1.2337085564324648,0.13623046875,13,0.47802734374999994,point_570_heading_180_lat_32.78926753084456_lon_-117.19775762543624.jpg
22.873697916666668,99.86409505208333,0.49448512124672533,0.009602864583333332,13,1.346923828125,point_458_heading_0_lat_32.778437128599265_lon_-117.20519045552875.jpg
9.602945963541668,99.86515299479167,0.7071454033842257,0.13460286458333331,13,0.805908203125,point_131_heading_90_lat_32.7883828811329_lon_-117.20021203297516.jpg
14.979085286458332,99.824951171875,0.9993083721128805,0.07275390625,13,0.679931640625,point_3_heading_0_lat_32.79182641216854_lon_-117.20476985992434.jpg
25.656982421875,99.84212239583333,0.6353769992383854,0.017496744791666664,13,1.4092610677083335,point_878_heading_270_lat_32.78557616720534_lon_-117.20300360731356.jpg
20.518391927083336,99.859619140625,0.8395369352916597,0.016845703125,13,0.21354166666666666,point_88_heading_0_lat_32.78467616254744_lon_-117.19972657114081.jpg
21.997151692708332,99.5478515625,0.2840479123987548,0.10774739583333334,13,4.870768229166666,point_1217_heading_90_lat_32.7995266747094_lon_-117.21005756392681.jpg
28.62353515625,99.848388671875,0.2738350773633843,0.007486979166666666,13,4.2021484375,point_801_heading_270_lat_32.77436139067058_lon_-117.21705091304607.jpg
22.310791015625,99.82177734375,0.958852831078492,0.0087890625,13,1.6066080729166667,point_261_heading_0_lat_32.81534333083753_lon_-117.22076799625454.jpg
19.403238932291668,99.87809244791667,0.9646377672209024,0.010904947916666666,13,0.6455891927083333,point_525_heading_90_lat_32.779514805383194_lon_-117.20860082275766.jpg
